Type,Price_sale,Sale_off,Total_sold,Preview,Location,Price_original,Ship_price,Sale_rating,Ship_on_time,Chat_response,One_star,Two_star,Three_star,Four_star,Five_star
Trang sức,12.000 ₫,40% Off,56 Đã bán,(16),Hồ Chí Minh,32.000 ₫,17.000 ₫,95%,99%,100%,1,0,1,0,14
Trang sức,4.717 ₫,46% Off,23 Đã bán,(4),Nước ngoài,8.800 ₫,17.000 ₫,96%,98%,100%,2,0,0,0,2
Trang sức,14.706 ₫,54% Off,117 Đã bán,(23),Nước ngoài,31.700 ₫,17.000 ₫,94%,97%,100%,2,0,1,1,19
Trang sức,16.000 ₫,35% Off,,,Nước ngoài,24.600 ₫,17.000 ₫,,100%,,0,0,0,0,0
Trang sức,12.110 ₫,47% Off,43 Đã bán,(13),Nước ngoài,23.000 ₫,17.000 ₫,95%,99%,100%,1,1,1,0,10
Trang sức,88.000 ₫,,746 Đã bán,(150),Hồ Chí Minh,,Miễn phí,99%,100%,,1,1,2,4,143
Trang sức,7.558 ₫,50% Off,18 Đã bán,(6),Nước ngoài,15.211 ₫,17.000 ₫,96%,96%,100%,0,0,0,0,7
Trang sức,9.005 ₫,40% Off,10.0K Đã bán,(1551),Hồ Chí Minh,15.000 ₫,16.500 ₫,97%,100%,,41,10,20,37,1443
Trang sức,26.000 ₫,43% Off,32 Đã bán,(15),Hồ Chí Minh,46.000 ₫,17.000 ₫,94%,94%,100%,1,0,0,0,14
Trang sức,42.000 ₫,48% Off,1.4K Đã bán,(348),Nước ngoài,80.000 ₫,17.000 ₫,98%,100%,100%,5,2,6,12,323
Trang sức,19.000 ₫,32% Off,226 Đã bán,(56),Nước ngoài,28.000 ₫,17.000 ₫,98%,90%,100%,1,0,0,0,55
Trang sức,600.000 ₫,,,,Hà Nội,,Miễn phí,100%,,,0,0,0,0,0
Trang sức,32.682 ₫,50% Off,78 Đã bán,(19),Hồ Chí Minh,65.000 ₫,16.500 ₫,95%,100%,90%,3,0,1,1,14
Trang sức,74.000 ₫,33% Off,,(1),Hải Dương,220.000 ₫,37.700 ₫,96%,60%,100%,0,0,0,0,1
Trang sức,54.000 ₫,33% Off,92 Đã bán,(31),Nước ngoài,80.000 ₫,17.000 ₫,98%,100%,100%,0,1,0,1,29
Trang sức,66.913 ₫,25% Off,35 Đã bán,(14),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,1,0,0,0,14
Trang sức,82.962 ₫,16% Off,221 Đã bán,(40),Hồ Chí Minh,99.000 ₫,16.500 ₫,97%,99%,87%,0,2,2,0,36
Trang sức,26.800 ₫,30% Off,523 Đã bán,(105),Nước ngoài,36.400 ₫,17.000 ₫,95%,100%,,5,0,0,3,97
Trang sức,3.771 ₫,16% Off,,,Hồ Chí Minh,4.500 ₫,16.500 ₫,100%,100%,,0,0,0,0,0
Trang sức,24.050 ₫,82% Off,16 Đã bán,(3),Nước ngoài,130.000 ₫,17.000 ₫,98%,100%,100%,0,0,0,0,3
Trang sức,10.661 ₫,47% Off,52 Đã bán,(7),Hà Nội,20.060 ₫,32.700 ₫,97%,90%,100%,2,0,0,0,6
Trang sức,34.225 ₫,53% Off,147 Đã bán,(23),Nước ngoài,73.000 ₫,17.000 ₫,95%,95%,100%,1,1,1,1,20
Trang sức,55.000 ₫,77% Off,131 Đã bán,(38),Nước ngoài,235.555 ₫,17.000 ₫,97%,100%,,1,0,0,0,37
Trang sức,4.440 ₫,26% Off,666 Đã bán,(120),Hồ Chí Minh,13.720 ₫,17.000 ₫,96%,99%,63%,1,0,1,0,118
Trang sức,19.718 ₫,58% Off,1.9K Đã bán,(319),Hồ Chí Minh,46.400 ₫,17.000 ₫,95%,97%,100%,17,7,7,15,273
Trang sức,4.850 ₫,49% Off,85 Đã bán,(21),Nước ngoài,9.534 ₫,17.000 ₫,96%,100%,83%,0,0,0,0,21
Trang sức,14.000 ₫,44% Off,308 Đã bán,(54),Hồ Chí Minh,30.000 ₫,17.000 ₫,94%,100%,100%,0,1,1,1,51
Trang sức,11.839 ₫,85% Off,24 Đã bán,(4),Nước ngoài,76.700 ₫,17.000 ₫,97%,99%,100%,0,0,0,1,3
Trang sức,11.000 ₫,48% Off,422 Đã bán,(105),Hồ Chí Minh,16.000 ₫,17.000 ₫,95%,100%,71%,1,3,0,1,100
Trang sức,33.000 ₫,35% Off,,(1),Nước ngoài,50.700 ₫,17.000 ₫,,100%,,0,0,0,0,1
Trang sức,9.712 ₫,98% Off,539 Đã bán,(97),Nước ngoài,471.347 ₫,17.000 ₫,96%,98%,100%,4,4,8,3,78
Trang sức,8.925 ₫,45% Off,246 Đã bán,(68),Hồ Chí Minh,23.201 ₫,17.000 ₫,95%,99%,100%,5,0,0,3,60
Trang sức,9.527 ₫,76% Off,6 Đã bán,(1),Nước ngoài,39.000 ₫,17.000 ₫,97%,99%,100%,1,0,0,0,0
Trang sức,34.333 ₫,58% Off,1.1K Đã bán,(303),Hồ Chí Minh,82.000 ₫,16.500 ₫,92%,99%,100%,3,4,7,10,279
Trang sức,79.000 ₫,,,(2),Nước ngoài,,17.000 ₫,40%,100%,,0,0,0,0,2
Trang sức,13.840 ₫,51% Off,25 Đã bán,(3),Hồ Chí Minh,28.000 ₫,17.000 ₫,96%,100%,,0,0,0,0,3
Trang sức,44.100 ₫,48% Off,42 Đã bán,(15),Hồ Chí Minh,84.000 ₫,17.000 ₫,97%,100%,,0,0,0,0,15
Trang sức,33.900 ₫,55% Off,236 Đã bán,(57),Hồ Chí Minh,75.000 ₫,16.500 ₫,97%,100%,,0,1,1,1,54
Trang sức,33.900 ₫,43% Off,465 Đã bán,(119),Hồ Chí Minh,59.000 ₫,16.500 ₫,97%,100%,,1,0,1,0,117
Trang sức,138.300 ₫,47% Off,591 Đã bán,(145),Hồ Chí Minh,259.000 ₫,16.500 ₫,97%,100%,,4,0,2,2,137
Trang sức,32.186 ₫,46% Off,233 Đã bán,(45),Nước ngoài,60.000 ₫,17.000 ₫,97%,99%,100%,0,1,1,1,43
Trang sức,15.559 ₫,49% Off,10 Đã bán,(1),Hà Nội,30.580 ₫,32.700 ₫,96%,94%,100%,0,0,0,0,1
Trang sức,17.000 ₫,37% Off,172 Đã bán,(45),Nước ngoài,50.000 ₫,Miễn phí,96%,99%,100%,0,0,2,1,42
Trang sức,15.298 ₫,41% Off,61 Đã bán,(19),Nước ngoài,45.492 ₫,17.000 ₫,95%,98%,85%,4,0,0,0,15
Trang sức,46.400 ₫,75% Off,187 Đã bán,(81),Hồ Chí Minh,189.000 ₫,17.000 ₫,94%,100%,100%,2,1,2,3,73
Trang sức,78.734 ₫,75% Off,292 Đã bán,(78),Nước ngoài,309.990 ₫,17.000 ₫,96%,100%,90%,2,0,1,3,72
Trang sức,73.687 ₫,77% Off,200 Đã bán,(45),Hồ Chí Minh,495.862 ₫,17.000 ₫,95%,100%,,0,0,0,1,44
Trang sức,10.113 ₫,33% Off,,,Nước ngoài,15.000 ₫,17.000 ₫,95%,100%,100%,0,0,0,0,0
Trang sức,7.556 ₫,20% Off,270 Đã bán,(101),Nước ngoài,12.909 ₫,17.000 ₫,94%,100%,100%,2,0,0,1,98
Trang sức,69.000 ₫,43% Off,398 Đã bán,(80),Hà Nội,120.000 ₫,32.700 ₫,94%,100%,100%,5,0,2,3,70
Trang sức,27.000 ₫,75% Off,222 Đã bán,(79),Hồ Chí Minh,90.000 ₫,16.500 ₫,99%,100%,100%,0,1,0,0,79
Trang sức,29.000 ₫,51% Off,45 Đã bán,(12),Hồ Chí Minh,59.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,12
Trang sức,38.848 ₫,51% Off,1.2K Đã bán,(287),Nước ngoài,80.000 ₫,17.000 ₫,97%,99%,100%,2,1,0,5,279
Trang sức,74.582 ₫,16% Off,73 Đã bán,(29),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,0,0,1,0,28
Trang sức,45.295 ₫,22% Off,729 Đã bán,(190),Nước ngoài,58.000 ₫,17.000 ₫,97%,100%,,4,0,2,6,177
Trang sức,48.000 ₫,39% Off,114 Đã bán,(30),Nước ngoài,79.000 ₫,17.000 ₫,96%,97%,60%,1,3,0,3,24
Trang sức,12.000 ₫,48% Off,10 Đã bán,(3),Nước ngoài,23.000 ₫,17.000 ₫,95%,94%,100%,1,0,0,0,2
Trang sức,7.073 ₫,35% Off,8 Đã bán,(8),Nước ngoài,13.992 ₫,17.000 ₫,93%,100%,100%,0,0,0,0,8
Trang sức,34.225 ₫,54% Off,15 Đã bán,(3),Nước ngoài,74.000 ₫,17.000 ₫,96%,99%,100%,0,0,0,0,4
Trang sức,20.900 ₫,"49% Off
Áp dụng voucher",12 Đã bán,(1),Nước ngoài,41.000 ₫,17.000 ₫,95%,100%,,0,0,0,0,1
Trang sức,188.000 ₫,62% Off,256 Đã bán,(53),Hà Nội,500.000 ₫,32.700 ₫,94%,100%,100%,0,1,2,0,50
Trang sức,15.331 ₫,31% Off,26 Đã bán,(9),Nước ngoài,22.134 ₫,17.000 ₫,93%,100%,,0,0,0,0,9
Trang sức,66.913 ₫,25% Off,38 Đã bán,(7),Hồ Chí Minh,89.000 ₫,16.500 ₫,97%,99%,87%,0,0,0,0,7
