Type,Title,Link_item,Price_sale,Sale_off,Location,index_,Total_sold,Preview,temp_id
laptop,Dành Cho Micron 2GB PC2-5300S DDR2-667MHz 20pin CL5 SODIMM Bộ Nhớ Notebook Laptop,https://www.lazada.vn/products/danh-cho-micron-2gb-pc2-5300s-ddr2-667mhz-20pin-cl5-sodimm-bo-nho-notebook-laptop-i2237683641.html,70.188 ₫,5% Off,Nước ngoài,1754,,,
laptop,Miếng dán bàn di chuột chất liệu PPF chống trầy xước cho các dòng laptop,https://www.lazada.vn/products/mieng-dan-ban-di-chuot-chat-lieu-ppf-chong-tray-xuoc-cho-cac-dong-laptop-i2364754453.html,35.000 ₫,,Hồ Chí Minh,1755,,,
laptop,1 cái 240 Wát DC Phích Cắm Điện 7.4*5.0 Mét nữ để DC 5.5*2.5 mét 4.5*3.0 6.0*3.7 5.5*2.1 phích cắm vuông cho laptop máy tính HP Dell ASUS,https://www.lazada.vn/products/1-cai-240-wat-dc-phich-cam-dien-7450-met-nu-de-dc-5525-met-4530-6037-5521-phich-cam-vuong-cho-laptop-may-tinh-hp-dell-asus-i2514050553.html,23.000 ₫,44% Off,Nước ngoài,1756,,,
laptop,"Chuột không dây siêu mỏng kiểu apple dùng cho máy tính, laptop, tivi Android và box tivi",https://www.lazada.vn/products/chuot-khong-day-sieu-mong-kieu-apple-dung-cho-may-tinh-laptop-tivi-android-va-box-tivi-i2582494447.html,45.000 ₫,43% Off,Hồ Chí Minh,1757,,,
laptop,Sunkandi Túi đựng máy tính xách tay trường hợp túi Sleeve máy tính bảng bìa cho Macbook Air Pro 13 14 15 inch Mac cuốn sách không khí máy tính xách tay iPad Pro trường hợp máy tính xách tay,https://www.lazada.vn/products/sunkandi-tui-dung-may-tinh-xach-tay-truong-hop-tui-sleeve-may-tinh-bang-bia-cho-macbook-air-pro-13-14-15-inch-mac-cuon-sach-khong-khi-may-tinh-xach-tay-ipad-pro-truong-hop-may-tinh-xach-tay-i721680425.html,109.000 ₫,42% Off,Nước ngoài,1758,,,
laptop,"OWIRE Webcam Camera Có Mic 1080p Full HD Cho Laptop Học Online ZOOM, Trực Tuyến- Hội Họp-Gọi Video Hình Ảnh Sắc Nét FullHD hỗ trợ cả android tv box",https://www.lazada.vn/products/owire-webcam-camera-co-mic-1080p-full-hd-cho-laptop-hoc-online-zoom-truc-tuyen-hoi-hop-goi-video-hinh-anh-sac-net-fullhd-ho-tro-ca-android-tv-box-i1457726271.html,315.000 ₫,21% Off,Nước ngoài,1759,,,
laptop,Cặp Da Nam Công Sở Túi Xách GENCE CTS08 Da Bò Cao Cấp Màu Nâu Có Dây Đeo Vai,https://www.lazada.vn/products/cap-da-nam-cong-so-tui-xach-gence-cts08-da-bo-cao-cap-mau-nau-co-day-deo-vai-i1792503899.html,3.000.000 ₫,,Hà Nội,1760,,,
laptop,【Miễn phí vận chuyển】Webcam Máy Tính PC Laptop Ziyou Q-20 2K Có Mic Camera Trợ Sáng Cực Nét Học Online LiveStream,https://www.lazada.vn/products/mien-phi-van-chuyenwebcam-may-tinh-pc-laptop-ziyou-q-20-2k-co-mic-camera-tro-sang-cuc-net-hoc-online-livestream-i2456157756.html,201.808 ₫,45% Off,Hà Nội,1761,,,
laptop,USB âm thanh SOUND 3D 7.1 cho máy tính laptop có chỉnh âm,https://www.lazada.vn/products/usb-am-thanh-sound-3d-71-cho-may-tinh-laptop-co-chinh-am-i2492641480.html,22.000 ₫,,Hồ Chí Minh,1762,,,
laptop,Giá đỡ máy tính xách tay tiện dụng giá đỡ nhôm Máy Tính Để Bàn Quạt làm mát kép máy tính xách tay làm mát Có Thể Gập Lại Hỗ Trợ Giá Máy Tính Xách Tay Pad Máy Tính Xách Tay Mát Bảng Đế giữ Cho Ipad 11-17.3 linh kiện máy tính,https://www.lazada.vn/products/gia-do-may-tinh-xach-tay-tien-dung-gia-do-nhom-may-tinh-de-ban-quat-lam-mat-kep-may-tinh-xach-tay-lam-mat-co-the-gap-lai-ho-tro-gia-may-tinh-xach-tay-pad-may-tinh-xach-tay-mat-bang-de-giu-cho-ipad-11-173-linh-kien-may-tinh-i2635369322.html,173.460 ₫,"49% Off
Áp dụng voucher",Nước ngoài,1763,,,
laptop,"Túi đeo chéo nam da, thiết kế nhiêu ngăn tiện dụng , tặng kèm cổng USB nối cáp sạc tiện lợi",https://www.lazada.vn/products/tui-deo-cheo-nam-da-thiet-ke-nhieu-ngan-tien-dung-tang-kem-cong-usb-noi-cap-sac-tien-loi-i1930343194.html,59.000 ₫,61% Off,Hồ Chí Minh,1764,,,
laptop,"Khăn lau đa năng chuyên dụng dùng cho máy ảnh,điện thoại,laptop,nhạc cụ piano,guitar,violin,kính mắt...",https://www.lazada.vn/products/khan-lau-da-nang-chuyen-dung-dung-cho-may-anhdien-thoailaptopnhac-cu-pianoguitarviolinkinh-mat-i1989397982.html,2.500 ₫,50% Off,Hà Nội,1765,,,
laptop,"Túi Xách Laptop ,Túi Laptop Dell,hp,asus 14 inch, 15.6 Inch thời trang cao cấp",https://www.lazada.vn/products/tui-xach-laptop-tui-laptop-dellhpasus-14-inch-156-inch-thoi-trang-cao-cap-i2070666460.html,43.000 ₫,46% Off,Hà Nội,1766,,,
laptop,Webcam máy tính có mic full hd 2K full box siêu nét dùng cho pc laptop Khả năng tương thích cao,https://www.lazada.vn/products/webcam-may-tinh-co-mic-full-hd-2k-full-box-sieu-net-dung-cho-pc-laptop-kha-nang-tuong-thich-cao-i2544926645.html,88.888 ₫,59% Off,Hồ Chí Minh,1767,,,
laptop,Xiaomi 2023 Ổ cứng thể rắn di động tốc độ cao chính hãng 30TB Ổ cứng ngoài lưu trữ Giao diện USB 3.1 Type-C cho PC Laptop,https://www.lazada.vn/products/xiaomi-2023-o-cung-the-ran-di-dong-toc-do-cao-chinh-hang-30tb-o-cung-ngoai-luu-tru-giao-dien-usb-31-type-c-cho-pc-laptop-i2433101160.html,257.999 ₫,33% Off,Nước ngoài,1768,,,
laptop,USB Bên Ngoài CD-RW Đốt DVD/Đầu Đọc CD Nghe Ổ Đĩa Quang Cho Máy Tính Laptop,https://www.lazada.vn/products/usb-ben-ngoai-cd-rw-dot-dvddau-doc-cd-nghe-o-dia-quang-cho-may-tinh-laptop-i2404567129.html,187.433 ₫,54% Off,Hồ Chí Minh,1769,,,
laptop,"Micro Để Bàn có dây chân jack 3.5 cho pc,laptop, điện thoại, học online, thu âm vi tính,livestream",https://www.lazada.vn/products/micro-de-ban-co-day-chan-jack-35-cho-pclaptop-dien-thoai-hoc-online-thu-am-vi-tinhlivestream-i2492483650.html,77.000 ₫,,Hồ Chí Minh,1770,,,
laptop,"Swokii N3 Giá đỡ laptop, Hợp kim nhôm giá đỡ laptop, Giá đỡ máy tính xách tay di động với 6 mức điều chỉnh độ cao, hoàn toàn có thể thu gọn, tương thích với máy tính xách tay và máy tính bảng 9-15,6 ”",https://www.lazada.vn/products/swokii-n3-gia-do-laptop-hop-kim-nhom-gia-do-laptop-gia-do-may-tinh-xach-tay-di-dong-voi-6-muc-dieu-chinh-do-cao-hoan-toan-co-the-thu-gon-tuong-thich-voi-may-tinh-xach-tay-va-may-tinh-bang-9-156-i2183367183.html,55.000 ₫,50% Off,Hồ Chí Minh,1771,,,
laptop,(HCM) Đế tản nhiệt Laptop cao cấp Cooling Pad N191/V19 NCP-063 MIKUSO-1 fan cao cấp có led quạt lớn làm mát laptop nhanh,https://www.lazada.vn/products/hcm-de-tan-nhiet-laptop-cao-cap-cooling-pad-n191v19-ncp-063-mikuso-1-fan-cao-cap-co-led-quat-lon-lam-mat-laptop-nhanh-i1264273125.html,62.000 ₫,48% Off,Hồ Chí Minh,1772,,,
laptop,"Chuột không dây wireless tự sạc pin siêu mỏng không gây tiếng ồn chuyên dùng cho Máy tính, pc, Laptop-Giao hàng nhanh",https://www.lazada.vn/products/chuot-khong-day-wireless-tu-sac-pin-sieu-mong-khong-gay-tieng-on-chuyen-dung-cho-may-tinh-pc-laptop-giao-hang-nhanh-i1662904812.html,52.878 ₫,62% Off,Hồ Chí Minh,1773,,,
laptop,"1 Cặp Giá Đỡ Máy Tính Xách Tay Vô Hình Mini Tiện Dụng, Có Thể Gập Lại Máy Tính Xách Tay Riser Phụ Kiện Máy Tính Hỗ Trợ",https://www.lazada.vn/products/1-cap-gia-do-may-tinh-xach-tay-vo-hinh-mini-tien-dung-co-the-gap-lai-may-tinh-xach-tay-riser-phu-kien-may-tinh-ho-tro-i1290654967.html,46.999 ₫,53% Off,Nước ngoài,1774,,,
laptop,Túi chống sốc laptop có quai đeo thời trang phong cách HARAS TC003,https://www.lazada.vn/products/tui-chong-soc-laptop-co-quai-deo-thoi-trang-phong-cach-haras-tc003-i1846036904.html,76.000 ₫,55% Off,Hồ Chí Minh,1775,,,
laptop,Bàn học gấp gọn mini mặt gỗ chân nhựa thông minh ngồi bệt để giường laptop xếp gọn kích thước 40x60x28cm,https://www.lazada.vn/products/ban-hoc-gap-gon-mini-mat-go-chan-nhua-thong-minh-ngoi-bet-de-giuong-laptop-xep-gon-kich-thuoc-40x60x28cm-i2177218181.html,70.000 ₫,,Hồ Chí Minh,1776,,,
laptop,"Chuột máy tính có dây Meetion M360, chuột dùng cho máy tính PC và Laptop jack USB - Điện Tử Phương Uyên",https://www.lazada.vn/products/chuot-may-tinh-co-day-meetion-m360-chuot-dung-cho-may-tinh-pc-va-laptop-jack-usb-dien-tu-phuong-uyen-i2586088458.html,23.365 ₫,53% Off,Hồ Chí Minh,1777,,,
laptop,"Combo bộ chuyển đổi game Meiying M1pro và bàn phím chuột chơi LOL, Free Fire, PUBG",https://www.lazada.vn/products/combo-bo-chuyen-doi-game-meiying-m1pro-va-ban-phim-chuot-choi-lol-free-fire-pubg-i2557937767.html,92.000 ₫,47% Off,Đà Nẵng,1778,,,
laptop,"(HCM)Đế Tản Nhiệt Quạt tản nhiệt Laptop Cooler S200 Pad 2 Quạt lớn, Đèn Led nguồn điện áp 5V",https://www.lazada.vn/products/hcmde-tan-nhiet-quat-tan-nhiet-laptop-cooler-pad-2-quat-lon-den-led-nguon-dien-ap-5v-i986898827.html,102.000 ₫,54% Off,Hồ Chí Minh,1779,,,
laptop,(HCM) Sạc laptop Lenovo Sạc Laptop Lenovo 20V - 3.25A 65W Đầu USB tặng dây nguồn,https://www.lazada.vn/products/hcm-sac-laptop-lenovo-sac-laptop-lenovo-20v-325a-65w-dau-usb-tang-day-nguon-i434308740.html,152.047 ₫,31% Off,Hồ Chí Minh,1780,,,
laptop,"Đế Tản Nhiệt - Đế tản nhiệt laptop N99 2 quạt, fan laptop n99 làm mát cực nhanh.bảo hành 3 tháng - Home Computer",https://www.lazada.vn/products/de-tan-nhiet-de-tan-nhiet-laptop-n99-2-quat-fan-laptop-n99-lam-mat-cuc-nhanhbao-hanh-3-thang-home-computer-i1227111904.html,222.000 ₫,47% Off,Hà Nội,1781,,,
laptop,"Bộ vệ sinh laptop, màn hình máy tính, tivi cao cấp - gồm 3 món Khăn lau - cọ quét - dung dịch lau màn hình - Vitinh TG",https://www.lazada.vn/products/bo-ve-sinh-laptop-man-hinh-may-tinh-tivi-cao-cap-gom-3-mon-khan-lau-co-quet-dung-dich-lau-man-hinh-vitinh-tg-i2315423239.html,18.700 ₫,4% Off,Hồ Chí Minh,1782,,,
laptop,"Đế Giá Đỡ Laptop Mini Bộ, Giá Đỡ Laptop, Đế Kê Tản Nhiệt Laptop, 1 Cặp Cho Các Dòng Laptop, Đế Kê Bàn Phím",https://www.lazada.vn/products/de-gia-do-laptop-mini-bo-gia-do-laptop-de-ke-tan-nhiet-laptop-1-cap-cho-cac-dong-laptop-de-ke-ban-phim-i2651852237.html,69.000 ₫,22% Off,Hồ Chí Minh,1783,,,
laptop,Bàn phím Bàn chải làm sạch ARC chi tiết Cleaner siêu mềm lông dụng cụ vệ sinh cho bảng điều khiển xe hơi màn hình laptop phủi bụi,https://www.lazada.vn/products/ban-phim-ban-chai-lam-sach-arc-chi-tiet-cleaner-sieu-mem-long-dung-cu-ve-sinh-cho-bang-dieu-khien-xe-hoi-man-hinh-laptop-phui-bui-i2603435755.html,121.000 ₫,24% Off,Nước ngoài,1784,,,
laptop,Túi Xách Tay Nữ Công Sở Thời Trang FANCY Da Đựng Laptop 15 6 inch Đi Làm Đi Học Đi Dạy Tote Bản To Limi bags,https://www.lazada.vn/products/tui-xach-tay-nu-cong-so-thoi-trang-fancy-da-dung-laptop-15-6-inch-di-lam-di-hoc-di-day-tote-ban-to-limi-bags-i1087832820.html,171.463 ₫,57% Off,Hà Nội,1785,,,
laptop,"Cặp văn phòng - Cặp công sở - Cặp đựng laptop chất liệu vải chống thấm nước, bền đẹp thời trang (có dây đeo) TC31",https://www.lazada.vn/products/cap-van-phong-cap-cong-so-cap-dung-laptop-chat-lieu-vai-chong-tham-nuoc-ben-dep-thoi-trang-co-day-deo-tc31-i2616653985.html,121.000 ₫,56% Off,Hà Nội,1786,,,
laptop,"Bộ dụng cụ vệ sinh Laptop, tai nghe Airpod, máy tính macbook, bàn phím, máy ảnh đa năng 7 in 1 nhỏ gọn S P",https://www.lazada.vn/products/bo-dung-cu-ve-sinh-laptop-tai-nghe-airpod-may-tinh-macbook-ban-phim-may-anh-da-nang-7-in-1-nho-gon-s-p-i1235813957.html,64.100 ₫,48% Off,Hồ Chí Minh,1787,,,
laptop,[HCM]Túi ( Cặp ) Laptop 15.6 inch Nam Nữ Đi Làm Đi Học Giá Rẻ,https://www.lazada.vn/products/hcmtui-cap-laptop-156-inch-nam-nu-di-lam-di-hoc-gia-re-i1241609352.html,69.000 ₫,37% Off,Hồ Chí Minh,1788,,,
laptop,Combo Chai Xịt Vệ Sinh Khăn Lau Màn Hình Điện Thoại Máy Tính Bảng Laptop Camera Mắt Kính Dung Dịch Làm Sạch Diệt Khuẩn,https://www.lazada.vn/products/combo-chai-xit-ve-sinh-khan-lau-man-hinh-dien-thoai-may-tinh-bang-laptop-camera-mat-kinh-dung-dich-lam-sach-diet-khuan-i2098179963.html,24.804 ₫,50% Off,Hồ Chí Minh,1789,,,
laptop,"Bộ Vệ Sinh Điện Thoại 2in1 - Bình Xịt Vệ Sinh Làm Sạch Màn Hình Máy Tính Bảng, Laptop, Monitor - Minh An Saigon",https://www.lazada.vn/products/bo-ve-sinh-dien-thoai-2in1-binh-xit-ve-sinh-lam-sach-man-hinh-may-tinh-bang-laptop-monitor-minh-an-saigon-i1955787520.html,17.491 ₫,42% Off,Hồ Chí Minh,1790,,,
laptop,"Khăn da cừu lau lén máy ảnh, màn hình điện thoại, laptop, mắt kính,...",https://www.lazada.vn/products/khan-da-cuu-lau-len-may-anh-man-hinh-dien-thoai-laptop-mat-kinh-i2333292261.html,15.000 ₫,40% Off,Hồ Chí Minh,1791,,,
laptop,Túi Chống Sốc Laptop loại dày siêu êm từ 12inch đến 17inch HÌNH THẬT Đồng Bộ Màu Đen Hàng Loại Tốt- Đường May Đẹp Chuẩn,https://www.lazada.vn/products/tui-chong-soc-laptop-loai-day-sieu-em-tu-12inch-den-17inch-hinh-that-dong-bo-mau-den-hang-loai-tot-duong-may-dep-chuan-i954448357.html,23.000 ₫,28% Off,Hồ Chí Minh,1792,,,
laptop,Mini Laptop xoay lật đứng máy tính xách tay di động hỗ trợ đế đui đèn Hợp kim kẽm có thể điều chỉnh vô hình giá để điện thoại di động,https://www.lazada.vn/products/mini-laptop-xoay-lat-dung-may-tinh-xach-tay-di-dong-ho-tro-de-dui-den-hop-kim-kem-co-the-dieu-chinh-vo-hinh-gia-de-dien-thoai-di-dong-i2418891996.html,29.500 ₫,52% Off,Nước ngoài,1793,,,
laptop,【bảo hành 2 năm】Lenovo Factory Laptop Intel Core i5 12G RAM+128GB ROM 14 Inch Máy Tính Xách Tay Chơi Game Siêu Mỏng Windows 11 Camera WiFi Bluetooth,https://www.lazada.vn/products/bao-hanh-2-namlenovo-factory-laptop-intel-core-i5-12g-ram128gb-rom-14-inch-may-tinh-xach-tay-choi-game-sieu-mong-windows-11-camera-wifi-bluetooth-i2376970106.html,4.800.000 ₫,36% Off,Hải Phòng,1794,,,
laptop,【Revolutionary】 Aluminum Portable Stand Vertical Adjustable Lap Stand Mount Support Base Holder For M1 Macbook Pro Air Mac Mini Stand,https://www.lazada.vn/products/revolutionary-aluminum-portable-stand-vertical-adjustable-lap-stand-mount-support-base-holder-for-m1-macbook-pro-air-mac-mini-stand-i2611210395.html,523.000 ₫,26% Off,Nước ngoài,1795,,,
laptop,Chaserss Bàn gấp di động gấp nhẹ chân Bàn khay đặt giường dễ sử dụng chắc chắn Bàn laptop cắm trại,https://www.lazada.vn/products/chaserss-ban-gap-di-dong-gap-nhe-chan-ban-khay-dat-giuong-de-su-dung-chac-chan-ban-laptop-cam-trai-i2658588296.html,134.489 ₫,69% Off,Nước ngoài,1796,,,
laptop,"DDR3L 8GB 1600MHz 1.35V PC3L Laptop Ram Memory,Notebook Laptop Memory Modules,Support Dual Channel Double-Sided 16 Chips",https://www.lazada.vn/products/ddr3l-8gb-1600mhz-135v-pc3l-laptop-ram-memorynotebook-laptop-memory-modulessupport-dual-channel-double-sided-16-chips-i2393706212.html,301.000 ₫,44% Off,Nước ngoài,1797,,,
laptop,【ANX】-Rotatable 720P HD Webcam USB Rechargeable Desktop Laptop Web Camera Built-in Microphone Video Calling for PC,https://www.lazada.vn/products/anx-rotatable-720p-hd-webcam-usb-rechargeable-desktop-laptop-web-camera-built-in-microphone-video-calling-for-pc-i2618852678.html,217.162 ₫,45% Off,Nước ngoài,1798,,,
laptop,(C G K 18 Pack Slide Ultra Thin Round Laptop Camera Cover Slide Privacy Protection for Computer Pro,https://www.lazada.vn/products/c-g-k-18-pack-slide-ultra-thin-round-laptop-camera-cover-slide-privacy-protection-for-computer-pro-i2502036682.html,82.000 ₫,45% Off,Nước ngoài,1799,,,
laptop,"Cặp Văn Phòng - Cặp Công Sở Cao Cấp, Cặp Laptop Coobell - Túi Chống Sốc 14 và 15.6inch. Túi xách đựng laptop macbook",https://www.lazada.vn/products/cap-van-phong-cap-cong-so-cao-cap-cap-laptop-coobell-tui-chong-soc-14-va-156inch-tui-xach-dung-laptop-macbook-i2587120244.html,59.685 ₫,40% Off,Hà Nội,1800,,,
laptop,"Cặp công sở văn phòng ,túi da nam công sở da cao cấp đựnġ laptop 16 inch",https://www.lazada.vn/products/cap-cong-so-van-phong-tui-da-nam-cong-so-da-cao-cap-dun-laptop-16-inch-i2505375819.html,199.000 ₫,20% Off,Lạng Sơn,1801,,,
laptop,"đĩa cài windows 10, 7/10/11 64bit cho máy tính laptop,pc",https://www.lazada.vn/products/dia-cai-windows-10-71011-64bit-cho-may-tinh-laptoppc-i2453002065.html,92.400 ₫,16% Off,Hồ Chí Minh,1802,,,
laptop,"Đế tản nhiệt laptop, giá đỡ laptop gấp gọn, điều chỉnh độ cao, tản nhiệt laptop, gấp gọn, giúp chống mỏi cổ vai gáy",https://www.lazada.vn/products/de-tan-nhiet-laptop-gia-do-laptop-gap-gon-dieu-chinh-do-cao-tan-nhiet-laptop-gap-gon-giup-chong-moi-co-vai-gay-i1589789241.html,29.000 ₫,51% Off,Hà Nội,1803,,,
laptop,65W PD3.0 Type C Fast Charger Phone Laptop Charger Power Adapter for MacBook ASUS ZenBook Lenovo,https://www.lazada.vn/products/65w-pd30-type-c-fast-charger-phone-laptop-charger-power-adapter-for-macbook-asus-zenbook-lenovo-i2393687629.html,228.245 ₫,48% Off,Nước ngoài,1804,,,
laptop,Túi xách nữ công sở đeo vai màu đen da PU bóng đẹp đi làm vừa laptop 15.6 inch size 42 cm NAGI STORE TX100,https://www.lazada.vn/products/tui-xach-nu-cong-so-deo-vai-mau-den-da-pu-bong-dep-di-lam-vua-laptop-156-inch-size-42-cm-nagi-store-tx100-i2588749692.html,109.000 ₫,42% Off,Hồ Chí Minh,1805,,,
laptop,Pin Laptop 6 Cell Các hãng Laptop,https://www.lazada.vn/products/pin-laptop-6-cell-cac-hang-laptop-i747002382.html,34.000 ₫,43% Off,Thừa Thiên Huế,1806,,,
laptop,Touchpad không dây Bàn phím iPad Samsung Xiaomi Huawei Lenovo bluetooth Bàn phím và chuột,https://www.lazada.vn/products/touchpad-khong-day-ban-phim-ipad-samsung-xiaomi-huawei-lenovo-bluetooth-ban-phim-va-chuot-i2327323523.html,177.284 ₫,58% Off,Nước ngoài,1807,,,
laptop,"Cặp văn phòng chống sốc laptop 15""6 - 17 INCH đeo chéo đeo vai 4 kiểu phong cách mới GSRT3 D4 Shalla [MẪU MỚI}",https://www.lazada.vn/products/cap-van-phong-chong-soc-laptop-156-17-inch-deo-cheo-deo-vai-4-kieu-phong-cach-moi-gsrt3-d4-shalla-mau-moi-i1789428307.html,105.480 ₫,27% Off,Hồ Chí Minh,1808,,,
laptop,"Ram Laptop DDR4 8Gb, 4Gb BUS 2133, 2400, 2666 Chính hãng BH 36 tháng",https://www.lazada.vn/products/ram-laptop-ddr4-8gb-4gb-bus-2133-2400-2666-chinh-hang-bh-36-thang-i1788912779.html,150.000 ₫,47% Off,Hồ Chí Minh,1809,,,
laptop,"Đế tản nhiệt laptop macbook máy tính bảng làm mát nhanh với 2 quạt lớn chống ồn đèn led gaming,giá đỡ tản nhiệt laptop,quạt tản nhiệt laptop",https://www.lazada.vn/products/de-tan-nhiet-laptop-macbook-may-tinh-bang-lam-mat-nhanh-voi-2-quat-lon-chong-on-den-led-gaminggia-do-tan-nhiet-laptopquat-tan-nhiet-laptop-i2093778708.html,133.617 ₫,54% Off,Bình Dương,1810,,,
laptop,Giá Đỡ Laptop Nhôm MACBOOK IPAD N3 bằng nhôm điều chỉnh độ cao đế tản nhiệt laptop dưới Đa dạng về kích cỡ đế kê laptop,https://www.lazada.vn/products/gia-do-laptop-nhom-macbook-ipad-n3-bang-nhom-dieu-chinh-do-cao-de-tan-nhiet-laptop-duoi-da-dang-ve-kich-co-de-ke-laptop-i2079563548.html,69.800 ₫,39% Off,Hồ Chí Minh,1811,,,
laptop,"( HÀNG CHÍNH HÃNG )Chuột Không Dây Logitech M330, Chuột Quang Không Tiếng, USB Băng Tần 2.4GHz, Độ Phân Giải 1000DPI, Dành Cho Làm Việc Tại Nhà, Sử Dụng Máy Tính Bàn/Laptop, Game Thủ",https://www.lazada.vn/products/hang-chinh-hang-chuot-khong-day-logitech-m330-chuot-quang-khong-tieng-usb-bang-tan-24ghz-do-phan-giai-1000dpi-danh-cho-lam-viec-tai-nha-su-dung-may-tinh-banlaptop-game-thu-i1915223806.html,157.778 ₫,"47% Off
Áp dụng voucher",Hồ Chí Minh,1812,,,
laptop,(HCM) Sạc Laptop Sony Sạc Dành Cho Laptop Sony 19.5V - 3.9A 90W -Kèm dây sạc laptop,https://www.lazada.vn/products/hcm-sac-laptop-sony-sac-danh-cho-laptop-sony-195v-39a-90w-kem-day-sac-laptop-i1264246123.html,103.434 ₫,48% Off,Hồ Chí Minh,1813,,,
laptop,(HCM) Quạt tản nhiệt Laptop đế tản nhiệt kèm quạt làm mát laptop có đèn N130,https://www.lazada.vn/products/hcm-quat-tan-nhiet-laptop-de-tan-nhiet-kem-quat-lam-mat-laptop-co-den-n130-i380172289.html,112.000 ₫,44% Off,Hồ Chí Minh,1814,,,
laptop,FLOVEME Túi Đựng Máy Tính Xách Tay 3 Trong 1 Cho Macbook Air Pro 13 14 M1 13.3 15 15.6 Túi Công Sở Cho Huawei Acer Asus,https://www.lazada.vn/products/floveme-tui-dung-may-tinh-xach-tay-3-trong-1-cho-macbook-air-pro-13-14-m1-133-15-156-tui-cong-so-cho-huawei-acer-asus-i1684788202.html,210.966 ₫,57% Off,Nước ngoài,1815,,,
laptop,BỘ NÚT CHỐNG NÓNG LAPTOP,https://www.lazada.vn/products/bo-nut-chong-nong-laptop-i475724836.html,10.000 ₫,49% Off,Hồ Chí Minh,1816,,,
laptop,"Giá Đỡ Máy Tính Xách Tay Tăng Chiều Cao Đế Bằng Hợp Kim Nhôm, Tản Nhiệt Giá",https://www.lazada.vn/products/gia-do-may-tinh-xach-tay-tang-chieu-cao-de-bang-hop-kim-nhom-tan-nhiet-gia-i1126986753.html,113.110 ₫,31% Off,Nước ngoài,1817,,,
laptop,"Giá Đỡ Laptop Nhôm CAO CẤP LOẠI LỚN - Tặng kèm túi đựng - Có thể xếp gọn & điều chỉnh độ cao, sửa tư thế ngồi làm việc - Phụ kiện ATI",https://www.lazada.vn/products/gia-do-laptop-nhom-cao-cap-loai-lon-tang-kem-tui-dung-co-the-xep-gon-dieu-chinh-do-cao-sua-tu-the-ngoi-lam-viec-phu-kien-ati-i2220430232.html,99.900 ₫,47% Off,Hồ Chí Minh,1818,,,
laptop,Bộ Dụng Cụ Vệ Sinh Laptop - Máy tính - Bàn Phím - Tai Nghe Airpod Đa Năng 7 in 1 Siêu Nhỏ Gọn Macbox,https://www.lazada.vn/products/bo-dung-cu-ve-sinh-laptop-may-tinh-ban-phim-tai-nghe-airpod-da-nang-7-in-1-sieu-nho-gon-macbox-i2207343019.html,55.000 ₫,50% Off,Hà Nội,1819,,,
laptop,Chuột Chơi Game Có Dây 1000 Dpi Kèm Đèn Led Nền Dành Cho Pc/ Laptop S1,https://www.lazada.vn/products/chuot-choi-game-co-day-1000-dpi-kem-den-led-nen-danh-cho-pc-laptop-i1880202215.html,21.800 ₫,31% Off,Hồ Chí Minh,1820,,,
laptop,RTL8822CE 1200Mbps 2.4G/5Ghz 802.11AC WiFi Card Network Mini PCIe Bluetooth 5.0 Support Laptop/PC Windows 10/11,https://www.lazada.vn/products/rtl8822ce-1200mbps-24g5ghz-80211ac-wifi-card-network-mini-pcie-bluetooth-50-support-laptoppc-windows-1011-i2207515262.html,107.000 ₫,45% Off,Nước ngoài,1821,,,
laptop,2 Giá Đỡ Máy Tính Xách Tay Giá Đỡ Di Động Gấp Gọn Thông Dụng Giá Đỡ Làm Mát Máy Tính Xách Tay Tấm Làm Mát Phụ Kiện Tấm Giảm Nhiệt Máy Tính Xách Tay,https://www.lazada.vn/products/2-gia-do-may-tinh-xach-tay-gia-do-di-dong-gap-gon-thong-dung-gia-do-lam-mat-may-tinh-xach-tay-tam-lam-mat-phu-kien-tam-giam-nhiet-may-tinh-xach-tay-i1842903915.html,46.500 ₫,45% Off,Nước ngoài,1822,,,
laptop,Đế Tản Nhiệt Laptop N99 2 Fan,https://www.lazada.vn/products/de-tan-nhiet-laptop-n99-2-fan-i853086559.html,183.378 ₫,8% Off,Hồ Chí Minh,1823,,,
laptop,Giá Đỡ Laptop Bằng Nhựa Có Thể Gấp Gọn Và Điều Chỉnh Độ Cao ( Màu Ngẫu Nhiên),https://www.lazada.vn/products/gia-do-laptop-bang-nhua-co-the-gap-gon-va-dieu-chinh-do-cao-mau-ngau-nhien-i1990029566.html,17.139 ₫,66% Off,Hồ Chí Minh,1824,,,
laptop,"Giá đỡ Laptop iPad L04 Công thái học - Đế tản nhiệt kê laptop hợp kim nhôm xoay 360 độ có thể gập lại Chất Liệu Hợp Kim Nhôm Cao Cấp Xoay 360, Hỗ Trợ Tản Nhiệt Chống Mỏi Cổ",https://www.lazada.vn/products/gia-do-laptop-ipad-l04-cong-thai-hoc-de-tan-nhiet-ke-laptop-hop-kim-nhom-xoay-360-do-co-the-gap-lai-chat-lieu-hop-kim-nhom-cao-cap-xoay-360-ho-tro-tan-nhiet-chong-moi-co-i2321887173.html,99.000 ₫,34% Off,Hồ Chí Minh,1825,,,
